

---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Timestamp        Logging Entity           Source                   Destination              Seq No  Flag    Ack No  Start Payload            Checksum    Comment                                           
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
22:42:12.762     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.762     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.762     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.763     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.763     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.763     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.763     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.764     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.764     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.764     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.764     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.765     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.765     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.765     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.765     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.766     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.766     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.766     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.767     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.767     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.767     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.767     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.768     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.768     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.768     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.773     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.773     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.774     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.774     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.774     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.775     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.775     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.775     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.776     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.778     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.779     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.779     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.779     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.780     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.780     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.780     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.780     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.781     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.781     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.781     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.782     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.782     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.782     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.783     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.783     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.783     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.784     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.784     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.784     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.785     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.785     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.785     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.785     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.786     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.786     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.786     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.787     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.787     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.787     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.788     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.788     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.788     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.789     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.789     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.789     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.789     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.790     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.790     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.790     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.790     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.791     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.791     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.791     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.792     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.792     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.792     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.792     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.793     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.793     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.793     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.794     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.794     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.794     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.795     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.795     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.795     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.795     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.796     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.797     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.797     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.798     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.798     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.798     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.799     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.799     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.799     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.800     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.800     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.800     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.801     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.801     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.801     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.802     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.802     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.802     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.803     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.803     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.803     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.803     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.804     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.804     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.804     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.805     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.805     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.805     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.807     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.807     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.807     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.808     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.808     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.808     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.809     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.809     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.810     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.811     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.811     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.811     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.812     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.813     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.813     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.814     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.814     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.814     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.814     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.815     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.815     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.815     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.816     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.816     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.816     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.816     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.817     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.817     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.817     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.818     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.818     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.818     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.818     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.819     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.819     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.819     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.820     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.820     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.820     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.821     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.821     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.821     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.821     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.822     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.822     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.822     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.827     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.827     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.827     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.828     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.828     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.828     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.828     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.829     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.829     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.829     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.830     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.830     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.830     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.831     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.831     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.831     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.831     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.832     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.832     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.832     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.833     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.833     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.833     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.833     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.834     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.834     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.834     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.839     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.839     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.839     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.840     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.840     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.840     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.841     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.841     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.841     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.841     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.842     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.842     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.842     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.843     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.843     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.843     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.843     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.844     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.844     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.844     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.845     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.845     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.845     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.845     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.846     CLSocket::receive                                                                                                                       Receiving at:5555                                 
22:42:12.846     ClSocketReceiver                                                                                                                        Exception while receiving: Address already in use 
22:42:12.846     AbstractConnection                                                                                                                      Waiting for incoming packet in receiveAck()       
22:42:12.850     CLSocket::receive                                                                                                                       Receiving at:5555                                 
